Pokemon,Type,Species,Height,Weight,Abilities,Catch Rate,Base Exp,Growth Rate,Gender,HP Base,Attack Base,Defense Base,Special Attack Base,Special Defense Base,Speed Base
Tatsugiri Stretchy Form,"Dragon, Water",Mimicry Pokémon,0.3 m (1′00″),8.0 kg (17.6 lbs),—,"100 (13.1% with PokéBall, full HP)",166,Medium Slow,"50% male, 50% female",68,50,60,120,95,82
Tauros,Normal,Wild Bull Pokémon,1.4 m (4′07″),88.4 kg (194.9 lbs),"1. Intimidate, 2. Anger Point, Sheer Force (hidden ability)","45 (5.9% with PokéBall, full HP)",172,Slow,"100% male, 0% female",75,100,95,40,70,110
Tauros Combat Breed,Fighting,Wild Bull Pokémon,1.4 m (4′07″),115.0 kg (253.5 lbs),"1. Intimidate, 2. Anger Point, Cud Chew (hidden ability)","45 (5.9% with PokéBall, full HP)",172,Slow,"100% male, 0% female",75,110,105,30,70,100
Tauros Blaze Breed,"Fighting, Fire",Wild Bull Pokémon,1.4 m (4′07″),85.0 kg (187.4 lbs),"1. Intimidate, 2. Anger Point, Cud Chew (hidden ability)","45 (5.9% with PokéBall, full HP)",172,Slow,"100% male, 0% female",75,110,105,30,70,100
Tauros Aqua Breed,"Fighting, Water",Wild Bull Pokémon,1.4 m (4′07″),110.0 kg (242.5 lbs),"1. Intimidate, 2. Anger Point, Cud Chew (hidden ability)","45 (5.9% with PokéBall, full HP)",172,Slow,"100% male, 0% female",75,110,105,30,70,100
Teddiursa,Normal,Little Bear Pokémon,0.6 m (2′00″),8.8 kg (19.4 lbs),"1. Pickup, 2. Quick Feet, Honey Gather (hidden ability)","120 (15.7% with PokéBall, full HP)",66,Medium Fast,"50% male, 50% female",60,80,50,50,50,40
Tentacool,"Water, Poison",Jellyfish Pokémon,0.9 m (2′11″),45.5 kg (100.3 lbs),"1. Clear Body, 2. Liquid Ooze, Rain Dish (hidden ability)","190 (24.8% with PokéBall, full HP)",67,Slow,"50% male, 50% female",40,40,35,50,100,70
Tentacruel,"Water, Poison",Jellyfish Pokémon,1.6 m (5′03″),55.0 kg (121.3 lbs),"1. Clear Body, 2. Liquid Ooze, Rain Dish (hidden ability)","60 (7.8% with PokéBall, full HP)",180,Slow,"50% male, 50% female",80,70,65,80,120,100
Tepig,Fire,Fire Pig Pokémon,0.5 m (1′08″),9.9 kg (21.8 lbs),"1. Blaze, Thick Fat (hidden ability)","45 (5.9% with PokéBall, full HP)",62,Medium Slow,"87.5% male, 12.5% female",65,63,45,45,45,45
Terapagos Normal Form,Normal,Tera Pokémon,0.2 m (0′08″),6.5 kg (14.3 lbs),1. Tera Shift,"255 (33.3% with PokéBall, full HP)",—,Slow,"50% male, 50% female",90,65,85,65,85,60
Terapagos Terastal Form,Normal,Tera Pokémon,0.3 m (1′00″),16.0 kg (35.3 lbs),1. Tera Shell,"255 (33.3% with PokéBall, full HP)",—,Slow,"50% male, 50% female",95,95,110,105,110,85
Terapagos Stellar Form,Normal,Tera Pokémon,1.7 m (5′07″),77.0 kg (169.8 lbs),1. Teraform Zero,"255 (33.3% with PokéBall, full HP)",—,Slow,"50% male, 50% female",160,105,110,130,110,85
Terrakion,"Rock, Fighting",Cavern Pokémon,1.9 m (6′03″),260.0 kg (573.2 lbs),1. Justified,"3 (0.4% with PokéBall, full HP)",261,Slow,Genderless,91,129,90,72,90,108
Thievul,Dark,Fox Pokémon,1.2 m (3′11″),19.9 kg (43.9 lbs),"1. Run Away, 2. Unburden, Stakeout (hidden ability)","127 (16.6% with PokéBall, full HP)",159,Fast,"50% male, 50% female",70,58,58,87,92,90
Throh,Fighting,Judo Pokémon,1.3 m (4′03″),55.5 kg (122.4 lbs),"1. Guts, 2. Inner Focus, Mold Breaker (hidden ability)","45 (5.9% with PokéBall, full HP)",163,Medium Fast,"100% male, 0% female",120,100,85,30,85,45
Thundurus Incarnate Forme,"Electric, Flying",Bolt Strike Pokémon,1.5 m (4′11″),61.0 kg (134.5 lbs),"1. Prankster, Defiant (hidden ability)","3 (0.4% with PokéBall, full HP)",290,Slow,"100% male, 0% female",79,115,70,125,80,111
Thundurus Therian Forme,"Electric, Flying",Bolt Strike Pokémon,3.0 m (9′10″),61.0 kg (134.5 lbs),1. Volt Absorb,"3 (0.4% with PokéBall, full HP)",290,Slow,"100% male, 0% female",79,105,70,145,80,101
Thwackey,Grass,Beat Pokémon,0.7 m (2′04″),14.0 kg (30.9 lbs),"1. Overgrow, Grassy Surge (hidden ability)","45 (5.9% with PokéBall, full HP)",147,Medium Slow,"87.5% male, 12.5% female",70,85,70,55,60,80
Timburr,Fighting,Muscular Pokémon,0.6 m (2′00″),12.5 kg (27.6 lbs),"1. Guts, 2. Sheer Force, Iron Fist (hidden ability)","180 (23.5% with PokéBall, full HP)",61,Medium Slow,"75% male, 25% female",75,80,55,25,35,35
Ting-Lu,"Dark, Ground",Ruinous Pokémon,2.7 m (8′10″),699.7 kg (1542.6 lbs),1. Vessel of Ruin,"6 (0.8% with PokéBall, full HP)",285,Slow,Genderless,155,110,125,55,80,45
Tinkatink,"Fairy, Steel",Metalsmith Pokémon,0.4 m (1′04″),8.9 kg (19.6 lbs),"1. Mold Breaker, 2. Own Tempo, Pickpocket (hidden ability)","190 (24.8% with PokéBall, full HP)",59,Medium Slow,"0% male, 100% female",50,45,45,35,64,58
Tinkaton,"Fairy, Steel",Hammer Pokémon,0.7 m (2′04″),112.8 kg (248.7 lbs),"1. Mold Breaker, 2. Own Tempo, Pickpocket (hidden ability)","45 (5.9% with PokéBall, full HP)",253,Medium Slow,"0% male, 100% female",85,75,77,70,105,94
Tinkatuff,"Fairy, Steel",Hammer Pokémon,0.7 m (2′04″),59.1 kg (130.3 lbs),"1. Mold Breaker, 2. Own Tempo, Pickpocket (hidden ability)","90 (11.8% with PokéBall, full HP)",133,Medium Slow,"0% male, 100% female",65,55,55,45,82,78
Tirtouga,"Water, Rock",Prototurtle Pokémon,0.7 m (2′04″),16.5 kg (36.4 lbs),"1. Solid Rock, 2. Sturdy, Swift Swim (hidden ability)","45 (5.9% with PokéBall, full HP)",71,Medium Fast,"87.5% male, 12.5% female",54,78,103,53,45,22
Toedscool,"Ground, Grass",Woodear Pokémon,0.9 m (2′11″),33.0 kg (72.8 lbs),1. Mycelium Might,"190 (24.8% with PokéBall, full HP)",67,Medium Slow,"50% male, 50% female",40,40,35,50,100,70
Toedscruel,"Ground, Grass",Woodear Pokémon,1.9 m (6′03″),58.0 kg (127.9 lbs),1. Mycelium Might,"90 (11.8% with PokéBall, full HP)",180,Medium Slow,"50% male, 50% female",80,70,65,80,120,100
Togedemaru,"Electric, Steel",Roly-Poly Pokémon,0.3 m (1′00″),3.3 kg (7.3 lbs),"1. Iron Barbs, 2. Lightning Rod, Sturdy (hidden ability)","180 (23.5% with PokéBall, full HP)",152,Medium Fast,"50% male, 50% female",65,98,63,40,73,96
Togekiss,"Fairy, Flying",Jubilee Pokémon,1.5 m (4′11″),38.0 kg (83.8 lbs),"1. Hustle, 2. Serene Grace, Super Luck (hidden ability)","30 (3.9% with PokéBall, full HP)",245,Fast,"87.5% male, 12.5% female",85,50,95,120,115,80
Togepi,Fairy,Spike Ball Pokémon,0.3 m (1′00″),1.5 kg (3.3 lbs),"1. Hustle, 2. Serene Grace, Super Luck (hidden ability)","190 (24.8% with PokéBall, full HP)",49,Fast,"87.5% male, 12.5% female",35,20,65,40,65,20
Togetic,"Fairy, Flying",Happiness Pokémon,0.6 m (2′00″),3.2 kg (7.1 lbs),"1. Hustle, 2. Serene Grace, Super Luck (hidden ability)","75 (9.8% with PokéBall, full HP)",142,Fast,"87.5% male, 12.5% female",55,40,85,80,105,40
Torchic,Fire,Chick Pokémon,0.4 m (1′04″),2.5 kg (5.5 lbs),"1. Blaze, Speed Boost (hidden ability)","45 (5.9% with PokéBall, full HP)",62,Medium Slow,"87.5% male, 12.5% female",45,60,40,70,50,45
Torkoal,Fire,Coal Pokémon,0.5 m (1′08″),80.4 kg (177.3 lbs),"1. White Smoke, 2. Drought, Shell Armor (hidden ability)","90 (11.8% with PokéBall, full HP)",165,Medium Fast,"50% male, 50% female",70,85,140,85,70,20
Tornadus Incarnate Forme,Flying,Cyclone Pokémon,1.5 m (4′11″),63.0 kg (138.9 lbs),"1. Prankster, Defiant (hidden ability)","3 (0.4% with PokéBall, full HP)",290,Slow,"100% male, 0% female",79,115,70,125,80,111
Tornadus Therian Forme,Flying,Cyclone Pokémon,1.4 m (4′07″),63.0 kg (138.9 lbs),1. Regenerator,"3 (0.4% with PokéBall, full HP)",290,Slow,"100% male, 0% female",79,100,80,110,90,121
Torracat,Fire,Fire Cat Pokémon,0.7 m (2′04″),25.0 kg (55.1 lbs),"1. Blaze, Intimidate (hidden ability)","45 (5.9% with PokéBall, full HP)",147,Medium Slow,"87.5% male, 12.5% female",65,85,50,80,50,90
Torterra,"Grass, Ground",Continent Pokémon,2.2 m (7′03″),310.0 kg (683.4 lbs),"1. Overgrow, Shell Armor (hidden ability)","45 (5.9% with PokéBall, full HP)",236,Medium Slow,"87.5% male, 12.5% female",95,109,105,75,85,56
Totodile,Water,Big Jaw Pokémon,0.6 m (2′00″),9.5 kg (20.9 lbs),"1. Torrent, Sheer Force (hidden ability)","45 (5.9% with PokéBall, full HP)",63,Medium Slow,"87.5% male, 12.5% female",50,65,64,44,48,43
Toucannon,"Normal, Flying",Cannon Pokémon,1.1 m (3′07″),26.0 kg (57.3 lbs),"1. Keen Eye, 2. Skill Link, Sheer Force (hidden ability)","45 (5.9% with PokéBall, full HP)",218,Medium Fast,"50% male, 50% female",80,120,75,75,75,60
Toxapex,"Poison, Water",Brutal Star Pokémon,0.7 m (2′04″),14.5 kg (32.0 lbs),"1. Merciless, 2. Limber, Regenerator (hidden ability)","75 (9.8% with PokéBall, full HP)",173,Medium Fast,"50% male, 50% female",50,63,152,53,142,35
Toxel,"Electric, Poison",Baby Pokémon,0.4 m (1′04″),11.0 kg (24.3 lbs),"1. Rattled, 2. Static, Klutz (hidden ability)","75 (9.8% with PokéBall, full HP)",48,Medium Slow,"50% male, 50% female",40,38,35,54,35,40
Toxicroak,"Poison, Fighting",Toxic Mouth Pokémon,1.3 m (4′03″),44.4 kg (97.9 lbs),"1. Anticipation, 2. Dry Skin, Poison Touch (hidden ability)","75 (9.8% with PokéBall, full HP)",172,Medium Fast,"50% male, 50% female",83,106,65,86,65,85
Toxtricity Amped Form,"Electric, Poison",Punk Pokémon,1.6 m (5′03″),40.0 kg (88.2 lbs),"1. Punk Rock, 2. Plus, Technician (hidden ability)","45 (5.9% with PokéBall, full HP)",176,Medium Slow,"50% male, 50% female",75,98,70,114,70,75
Toxtricity Low Key Form,"Electric, Poison",Punk Pokémon,1.6 m (5′03″),40.0 kg (88.2 lbs),"1. Punk Rock, 2. Minus, Technician (hidden ability)","45 (5.9% with PokéBall, full HP)",176,Medium Slow,"50% male, 50% female",75,98,70,114,70,75
Tranquill,"Normal, Flying",Wild Pigeon Pokémon,0.6 m (2′00″),15.0 kg (33.1 lbs),"1. Big Pecks, 2. Super Luck, Rivalry (hidden ability)","120 (15.7% with PokéBall, full HP)",125,Medium Slow,"50% male, 50% female",62,77,62,50,42,65
Trapinch,Ground,Ant Pit Pokémon,0.7 m (2′04″),15.0 kg (33.1 lbs),"1. Hyper Cutter, 2. Arena Trap, Sheer Force (hidden ability)","255 (33.3% with PokéBall, full HP)",58,Medium Slow,"50% male, 50% female",45,100,45,45,45,10
Treecko,Grass,Wood Gecko Pokémon,0.5 m (1′08″),5.0 kg (11.0 lbs),"1. Overgrow, Unburden (hidden ability)","45 (5.9% with PokéBall, full HP)",62,Medium Slow,"87.5% male, 12.5% female",40,45,35,65,55,70
Trevenant,"Ghost, Grass",Elder Tree Pokémon,1.5 m (4′11″),71.0 kg (156.5 lbs),"1. Natural Cure, 2. Frisk, Harvest (hidden ability)","60 (7.8% with PokéBall, full HP)",166,Medium Fast,"50% male, 50% female",85,110,76,65,82,56
Tropius,"Grass, Flying",Fruit Pokémon,2.0 m (6′07″),100.0 kg (220.5 lbs),"1. Chlorophyll, 2. Solar Power, Harvest (hidden ability)","200 (26.1% with PokéBall, full HP)",161,Slow,"50% male, 50% female",99,68,83,72,87,51
Trubbish,Poison,Trash Bag Pokémon,0.6 m (2′00″),31.0 kg (68.3 lbs),"1. Stench, 2. Sticky Hold, Aftermath (hidden ability)","190 (24.8% with PokéBall, full HP)",66,Medium Fast,"50% male, 50% female",50,50,62,40,62,65
Trumbeak,"Normal, Flying",Bugle Beak Pokémon,0.6 m (2′00″),14.8 kg (32.6 lbs),"1. Keen Eye, 2. Skill Link, Pickup (hidden ability)","120 (15.7% with PokéBall, full HP)",124,Medium Fast,"50% male, 50% female",55,85,50,40,50,75
Tsareena,Grass,Fruit Pokémon,1.2 m (3′11″),21.4 kg (47.2 lbs),"1. Leaf Guard, 2. Queenly Majesty, Sweet Veil (hidden ability)","45 (5.9% with PokéBall, full HP)",255,Medium Slow,"0% male, 100% female",72,120,98,50,98,72
Turtonator,"Fire, Dragon",Blast Turtle Pokémon,2.0 m (6′07″),212.0 kg (467.4 lbs),1. Shell Armor,"70 (9.1% with PokéBall, full HP)",170,Medium Fast,"50% male, 50% female",60,78,135,91,85,36
Turtwig,Grass,Tiny Leaf Pokémon,0.4 m (1′04″),10.2 kg (22.5 lbs),"1. Overgrow, Shell Armor (hidden ability)","45 (5.9% with PokéBall, full HP)",64,Medium Slow,"87.5% male, 12.5% female",55,68,64,45,55,31
Tympole,Water,Tadpole Pokémon,0.5 m (1′08″),4.5 kg (9.9 lbs),"1. Swift Swim, 2. Hydration, Water Absorb (hidden ability)","255 (33.3% with PokéBall, full HP)",59,Medium Slow,"50% male, 50% female",50,50,40,50,40,64
Tynamo,Electric,EleFish Pokémon,0.2 m (0′08″),0.3 kg (0.7 lbs),1. Levitate,"190 (24.8% with PokéBall, full HP)",55,Slow,"50% male, 50% female",35,55,40,45,40,60
Type: Null,Normal,Synthetic Pokémon,1.9 m (6′03″),120.5 kg (265.7 lbs),1. Battle Armor,"3 (0.4% with PokéBall, full HP)",107,Slow,Genderless,95,95,95,95,95,59
Typhlosion,Fire,Volcano Pokémon,1.7 m (5′07″),79.5 kg (175.3 lbs),"1. Blaze, Flash Fire (hidden ability)","45 (5.9% with PokéBall, full HP)",267,Medium Slow,"87.5% male, 12.5% female",78,84,78,109,85,100
Hisuian Typhlosion,"Fire, Ghost",Ghost Flame Pokémon,1.6 m (5′03″),69.8 kg (153.9 lbs),"1. Blaze, Frisk (hidden ability)","45 (5.9% with PokéBall, full HP)",267,Medium Slow,"87.5% male, 12.5% female",73,84,78,119,85,95
Tyranitar,"Rock, Dark",Armor Pokémon,2.0 m (6′07″),202.0 kg (445.3 lbs),"1. Sand Stream, Unnerve (hidden ability)","45 (5.9% with PokéBall, full HP)",300,Slow,"50% male, 50% female",100,134,110,95,100,61
Tyrantrum,"Rock, Dragon",Despot Pokémon,2.5 m (8′02″),270.0 kg (595.2 lbs),"1. Strong Jaw, Rock Head (hidden ability)","45 (5.9% with PokéBall, full HP)",182,Medium Fast,"87.5% male, 12.5% female",82,121,119,69,59,71
Tyrogue,Fighting,Scuffle Pokémon,0.7 m (2′04″),21.0 kg (46.3 lbs),"1. Guts, 2. Steadfast, Vital Spirit (hidden ability)","75 (9.8% with PokéBall, full HP)",42,Medium Fast,"100% male, 0% female",35,35,35,35,35,35
Tyrunt,"Rock, Dragon",Royal Heir Pokémon,0.8 m (2′07″),26.0 kg (57.3 lbs),"1. Strong Jaw, Sturdy (hidden ability)","45 (5.9% with PokéBall, full HP)",72,Medium Fast,"87.5% male, 12.5% female",58,89,77,45,45,48
Umbreon,Dark,Moonlight Pokémon,1.0 m (3′03″),27.0 kg (59.5 lbs),"1. Synchronize, Inner Focus (hidden ability)","45 (5.9% with PokéBall, full HP)",184,Medium Fast,"87.5% male, 12.5% female",95,65,110,60,130,65
Unfezant,"Normal, Flying",Proud Pokémon,1.2 m (3′11″),29.0 kg (63.9 lbs),"1. Big Pecks, 2. Super Luck, Rivalry (hidden ability)","45 (5.9% with PokéBall, full HP)",220,Medium Slow,"50% male, 50% female",80,115,80,65,55,93
Unown,Psychic,Symbol Pokémon,0.5 m (1′08″),5.0 kg (11.0 lbs),1. Levitate,"225 (29.4% with PokéBall, full HP)",118,Medium Fast,Genderless,48,72,48,72,48,48
Ursaluna,"Ground, Normal",Peat Pokémon,2.4 m (7′10″),290.0 kg (639.3 lbs),"1. Guts, 2. Bulletproof, Unnerve (hidden ability)","20 (2.6% with PokéBall, full HP)",275,Medium Fast,"50% male, 50% female",130,140,105,45,80,50
Ursaluna Bloodmoon,"Ground, Normal",Peat Pokémon,2.7 m (8′10″),333.0 kg (734.1 lbs),1. Mind's Eye,"5 (0.7% with PokéBall, full HP)",—,Medium Fast,"100% male, 0% female",113,70,120,135,65,52
Ursaring,Normal,Hibernator Pokémon,1.8 m (5′11″),125.8 kg (277.3 lbs),"1. Guts, 2. Quick Feet, Unnerve (hidden ability)","60 (7.8% with PokéBall, full HP)",175,Medium Fast,"50% male, 50% female",90,130,75,75,75,55
Urshifu Single Strike Style,"Fighting, Dark",Wushu Pokémon,1.9 m (6′03″),105.0 kg (231.5 lbs),1. Unseen Fist,"3 (0.4% with PokéBall, full HP)",275,Slow,"87.5% male, 12.5% female",100,130,100,63,60,97
Urshifu Rapid Strike Style,"Fighting, Water",Wushu Pokémon,1.9 m (6′03″),105.0 kg (231.5 lbs),1. Unseen Fist,"3 (0.4% with PokéBall, full HP)",275,Slow,"87.5% male, 12.5% female",100,130,100,63,60,97
Uxie,Psychic,Knowledge Pokémon,0.3 m (1′00″),0.3 kg (0.7 lbs),1. Levitate,"3 (0.4% with PokéBall, full HP)",290,Slow,Genderless,75,75,130,75,130,95
Vanillish,Ice,Icy Snow Pokémon,1.1 m (3′07″),41.0 kg (90.4 lbs),"1. Ice Body, 2. Snow Cloak, Weak Armor (hidden ability)","120 (15.7% with PokéBall, full HP)",138,Slow,"50% male, 50% female",51,65,65,80,75,59
Vanillite,Ice,Fresh Snow Pokémon,0.4 m (1′04″),5.7 kg (12.6 lbs),"1. Ice Body, 2. Snow Cloak, Weak Armor (hidden ability)","255 (33.3% with PokéBall, full HP)",61,Slow,"50% male, 50% female",36,50,50,65,60,44
Vanilluxe,Ice,Snowstorm Pokémon,1.3 m (4′03″),57.5 kg (126.8 lbs),"1. Ice Body, 2. Snow Warning, Weak Armor (hidden ability)","45 (5.9% with PokéBall, full HP)",241,Slow,"50% male, 50% female",71,95,85,110,95,79
Vaporeon,Water,Bubble Jet Pokémon,1.0 m (3′03″),29.0 kg (63.9 lbs),"1. Water Absorb, Hydration (hidden ability)","45 (5.9% with PokéBall, full HP)",184,Medium Fast,"87.5% male, 12.5% female",130,65,60,110,95,65
Varoom,"Steel, Poison",Single-Cyl Pokémon,1.0 m (3′03″),35.0 kg (77.2 lbs),"1. Overcoat, Slow Start (hidden ability)","190 (24.8% with PokéBall, full HP)",60,Medium Fast,"50% male, 50% female",45,70,63,30,45,47
Veluza,"Water, Psychic",Jettison Pokémon,2.5 m (8′02″),90.0 kg (198.4 lbs),"1. Mold Breaker, Sharpness (hidden ability)","100 (13.1% with PokéBall, full HP)",167,Fast,"50% male, 50% female",90,102,73,78,65,70
Venipede,"Bug, Poison",Centipede Pokémon,0.4 m (1′04″),5.3 kg (11.7 lbs),"1. Poison Point, 2. Swarm, Speed Boost (hidden ability)","255 (33.3% with PokéBall, full HP)",52,Medium Slow,"50% male, 50% female",30,45,59,30,39,57
Venomoth,"Bug, Poison",Poison Moth Pokémon,1.5 m (4′11″),12.5 kg (27.6 lbs),"1. Shield Dust, 2. Tinted Lens, Wonder Skin (hidden ability)","75 (9.8% with PokéBall, full HP)",158,Medium Fast,"50% male, 50% female",70,65,60,90,75,90
Venonat,"Bug, Poison",Insect Pokémon,1.0 m (3′03″),30.0 kg (66.1 lbs),"1. Compound Eyes, 2. Tinted Lens, Run Away (hidden ability)","190 (24.8% with PokéBall, full HP)",61,Medium Fast,"50% male, 50% female",60,55,50,40,55,45
Venusaur,"Grass, Poison",Seed Pokémon,2.0 m (6′07″),100.0 kg (220.5 lbs),"1. Overgrow, Chlorophyll (hidden ability)","45 (5.9% with PokéBall, full HP)",236,Medium Slow,"87.5% male, 12.5% female",80,82,83,100,100,80
Vespiquen,"Bug, Flying",Beehive Pokémon,1.2 m (3′11″),38.5 kg (84.9 lbs),"1. Pressure, Unnerve (hidden ability)","45 (5.9% with PokéBall, full HP)",166,Medium Slow,"0% male, 100% female",70,80,102,80,102,40
Vibrava,"Ground, Dragon",Vibration Pokémon,1.1 m (3′07″),15.3 kg (33.7 lbs),1. Levitate,"120 (15.7% with PokéBall, full HP)",119,Medium Slow,"50% male, 50% female",50,70,50,50,50,70
Victini,"Psychic, Fire",Victory Pokémon,0.4 m (1′04″),4.0 kg (8.8 lbs),1. Victory Star,"3 (0.4% with PokéBall, full HP)",270,Slow,Genderless,100,100,100,100,100,100
Victreebel,"Grass, Poison",Flycatcher Pokémon,1.7 m (5′07″),15.5 kg (34.2 lbs),"1. Chlorophyll, Gluttony (hidden ability)","45 (5.9% with PokéBall, full HP)",221,Medium Slow,"50% male, 50% female",80,105,65,100,70,70
Vigoroth,Normal,Wild Monkey Pokémon,1.4 m (4′07″),46.5 kg (102.5 lbs),1. Vital Spirit,"120 (15.7% with PokéBall, full HP)",154,Slow,"50% male, 50% female",80,80,80,55,55,90
Vikavolt,"Bug, Electric",Stag Beetle Pokémon,1.5 m (4′11″),45.0 kg (99.2 lbs),1. Levitate,"45 (5.9% with PokéBall, full HP)",225,Medium Fast,"50% male, 50% female",77,70,90,145,75,43
Vileplume,"Grass, Poison",Flower Pokémon,1.2 m (3′11″),18.6 kg (41.0 lbs),"1. Chlorophyll, Effect Spore (hidden ability)","45 (5.9% with PokéBall, full HP)",221,Medium Slow,"50% male, 50% female",75,80,85,110,90,50
Virizion,"Grass, Fighting",Grassland Pokémon,2.0 m (6′07″),200.0 kg (440.9 lbs),1. Justified,"3 (0.4% with PokéBall, full HP)",261,Slow,Genderless,91,90,72,90,129,108
Vivillon,"Bug, Flying",Scale Pokémon,1.2 m (3′11″),17.0 kg (37.5 lbs),"1. Shield Dust, 2. Compound Eyes, Friend Guard (hidden ability)","45 (5.9% with PokéBall, full HP)",206,Medium Fast,"50% male, 50% female",80,52,50,90,50,89
Volbeat,Bug,Firefly Pokémon,0.7 m (2′04″),17.7 kg (39.0 lbs),"1. Illuminate, 2. Swarm, Prankster (hidden ability)","150 (19.6% with PokéBall, full HP)",151,Erratic,"100% male, 0% female",65,73,75,47,85,85
Volcanion,"Fire, Water",Steam Pokémon,1.7 m (5′07″),195.0 kg (429.9 lbs),1. Water Absorb,"3 (0.4% with PokéBall, full HP)",300,Slow,Genderless,80,110,120,130,90,70
Volcarona,"Bug, Fire",Sun Pokémon,1.6 m (5′03″),46.0 kg (101.4 lbs),"1. Flame Body, Swarm (hidden ability)","15 (2.0% with PokéBall, full HP)",275,Slow,"50% male, 50% female",85,60,65,135,105,100
Voltorb,Electric,Ball Pokémon,0.5 m (1′08″),10.4 kg (22.9 lbs),"1. Soundproof, 2. Static, Aftermath (hidden ability)","190 (24.8% with PokéBall, full HP)",66,Medium Fast,Genderless,40,30,50,55,55,100
Hisuian Voltorb,"Electric, Grass",Sphere Pokémon,0.5 m (1′08″),13.0 kg (28.7 lbs),"1. Soundproof, 2. Static, Aftermath (hidden ability)","190 (24.8% with PokéBall, full HP)",66,Medium Fast,Genderless,40,30,50,55,55,100
Vullaby,"Dark, Flying",Diapered Pokémon,0.5 m (1′08″),9.0 kg (19.8 lbs),"1. Big Pecks, 2. Overcoat, Weak Armor (hidden ability)","190 (24.8% with PokéBall, full HP)",74,Slow,"0% male, 100% female",70,55,75,45,65,60
Vulpix,Fire,Fox Pokémon,0.6 m (2′00″),9.9 kg (21.8 lbs),"1. Flash Fire, Drought (hidden ability)","190 (24.8% with PokéBall, full HP)",60,Medium Fast,"25% male, 75% female",38,41,40,50,65,65
Alolan Vulpix,Ice,Fox Pokémon,0.6 m (2′00″),9.9 kg (21.8 lbs),"1. Snow Cloak, Snow Warning (hidden ability)","190 (24.8% with PokéBall, full HP)",60,Medium Fast,"25% male, 75% female",38,41,40,50,65,65
Wailmer,Water,Ball Whale Pokémon,2.0 m (6′07″),130.0 kg (286.6 lbs),"1. Water Veil, 2. Oblivious, Pressure (hidden ability)","125 (16.3% with PokéBall, full HP)",80,Fluctuating,"50% male, 50% female",130,70,35,70,35,60
Wailord,Water,Float Whale Pokémon,14.5 m (47′07″),398.0 kg (877.4 lbs),"1. Water Veil, 2. Oblivious, Pressure (hidden ability)","60 (7.8% with PokéBall, full HP)",175,Fluctuating,"50% male, 50% female",170,90,45,90,45,60
